wikidata_code;birth;death;name;main_occ;citizenship;bplo1;dplo1;bpla1;dpla1
Q3570764;1971;;Xavier_Phillips;cellist;France;2.351388931274414;;48.8569450378418;
Q3570765;1910;1977;Xavier_Pidoux_de_La_Maduère;politician;France;5.48972225189209;6.767777919769287;47.09222412109375;43.42472076416016
Q3570768;1975;;Xavier_Plataret;player;France;2;;47;
Q3570771;1954;;Xavier_Pintat;politician;France;-.5794444680213928;;44.83777618408203;
Q3570772;1953;;Xavier_Pommereau;psychiatrist;France;-7.619999885559082;;33.59916687011719;
Q3570774;1863;1927;Xavier_Privas;chansonnier;France;4.841388702392578;2.351388931274414;45.75888824462891;48.8569450378418
Q3570776;1960;;Xavier_Péméja;player;France;1.355000019073486;;44.0172233581543;
Q3570777;1840;1926;Xavier_Raspail;physician;France;2.32111120223999;2.416110992431641;48.81638717651367;49.18777847290039
Q3570778;1946;;Xavier_Raufer;essayist;France;2.351388931274414;;48.8569450378418;
Q3570779;1871;1944;Xavier_Reille;politician;France;2.490000009536743;2.158055543899536;43.47666549682617;44.04916763305664
Q3570782;1962;;Xavier_Richefort;journalist;France;.3352777659893036;.3352777659893036;46.58111190795898;46.58111190795898
Q3570783;1913;1992;Xavier_Richert;;France;7.026111125946045;1.43916666507721;47.66166687011719;48.78472137451172
Q3570786;1943;;Xavier_Ruas;fighter;France;4.21999979019165;;43.74333190917969;
Q3570787;1968;;Xavier_Rohart;skipper;France;6.168333530426025;;49.35805511474609;
Q3570788;1959;;Xavier_Rolet;entrepreneur;France;5.914999961853027;;45.6886100769043;
Q3570789;1977;;Xavier_Sadourny;player;France;3.086944341659546;;45.77972412109375;
Q3570790;1922;2013;Xavier_Sallantin;philosopher;France;.0919444411993027;2.03333330154419;48.42972183227539;42.43999862670898
Q3570792;1869;1911;Xavier_Schoellkopf;architect;France;37.61777877807617;;55.75583267211914;
Q3570793;1948;1988;Xavier_Saint-Macary;actor;France;1.904166698455811;2.351388931274414;47.9022216796875;48.8569450378418
Q3570794;1963;;Xavier_Seulmand;composer;France;2.482500076293945;;48.83666610717773;
Q3570797;1861;1903;Xavier_Stouff;mathematician;France;5.726388931274414;6.021389007568359;45.18694305419922;47.24222183227539
Q3570798;1992;;Xavier_Tanguy;hockey;France;-2.76027774810791;;48.51361083984375;
Q3570799;1787;1837;Xavier_Sigalon;painter;France;4.419722080230713;12.48277759552002;44.01250076293945;41.8930549621582
Q3570802;1967;;Xavier_Thuilot;;France;2.297777891159058;;49.89194488525391;
Q3570803;1898;1998;Xavier_Trellu;politician;France;-4.330277919769287;-4.330277919769287;48.09222412109375;48.09222412109375
Q3570805;1961;;Xavier_Verdy;player;France;1.261666655540466;;45.83444595336914;
Q3570806;1970;;Xavier_Viton;actor;France;-.5327777862548828;;44.8569450378418;
Q3570807;1964;;Xavier_Vilsek;actor;France;1.102499961853027;;49.44305419921875;
Q3570808;1967;;Xavier_Wallez;basket;France;2.30222225189209;;51.01305389404297;
Q3570809;1763;1833;Xavier_Willemin;printmaker;France;6.183610916137695;2.351388931274414;48.69277954101563;48.8569450378418
Q3570811;1912;1990;Xavier_Yacono;historian;France;3.058611154556274;2.130277872085571;36.77639007568359;48.82027816772461
Q3570813;1972;;Xavier_Ziani;player;France;2.434722185134888;2.453055620193481;48.81833267211914;48.77777862548828
Q3570814;1955;;Xavier_Zimbardo;photographer;France;2.32194447517395;;48.98972320556641;
Q3570816;1973;;Xavier_de_Choudens;film;France;6.862777709960938;;47.63750076293945;
Q3570817;1850;1931;Xavier_de_Froidefond_de_Florian;diplomat;France;2.898611068725586;;48.34333419799805;
Q3570818;1887;1955;Xavier_de_Gaulle;soldier;France;3.057499885559082;-.5794444680213928;50.63194274902344;44.83777618408203
Q3570822;1970;;Xavier_de_Lauzanne;film;France;2.317600011825562;;48.85219955444336;
Q3570823;1920;2004;Xavier_de_La_Chevalerie;diplomat;France;2.351388931274414;-2.213888883590698;48.8569450378418;47.27361297607422
Q3570824;1962;;Xavier_de_Lesquen;essayist;France;.6883333325386047;;47.39277648925781;
Q3570825;1866;1956;Xavier_de_Magallon;writer;France;5.376389026641846;5.376389026641846;43.29666519165039;43.29666519165039
Q3570827;1971;;Xavier_de_Moulins;journalist;France;2.24138879776001;;48.83527755737305;
Q3570828;1897;1975;Xavier_de_Poret;painter;France;-2.050277709960938;5.920833110809326;48.4555549621582;45.56638717651367
Q3570829;1906;1975;Xavier_de_Langlais;painter;France;-2.76972222328186;-1.680833339691162;47.5272216796875;48.11416625976563
Q3570830;1795;1858;Gustave_Delacroix_de_Ravignan;preacher;France;-1.476388931274414;2.351388931274414;43.49250030517578;48.8569450378418
Q3570831;1777;1846;Xavier_de_Sade;politician;France;5.031111240386963;2.351388931274414;43.69527816772461;48.8569450378418
Q3570832;1940;2015;Xavier_de_Roux;politician;France;2.24138879776001;2.300291776657105;48.83527755737305;48.84132766723633
Q3570833;1926;2016;Xavier_de_Planhol;geographer;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q3570835;1982;;Xavier_de_Rosnay;music;France;2.679166555404663;;48.7691650390625;
Q3570836;1942;;Xavière_Gauthier;journalist;France;5.93055534362793;;43.125;
Q3570837;;;Xavière_Simeoni;magistrat;France;4.360000133514404;;43.83694458007813;
Q3570838;1936;;Xavière_Tiberi;mayor;France;9.150555610656738;;42.30555725097656;
Q3570983;1800;1872;Ximénès_Doudan;journalist;France;3.079166650772095;;50.37083435058594;
Q3571066;1963;;Xu_Yi;composer;France;118.7666702270508;;32.04999923706055;
Q3571095;1980;;Xénia_Maliarevitch;pianist;France;2;;47;
Q3571253;1981;;Yacine_Belhousse;humourist;France;2.351388931274414;;48.8569450378418;
Q3571261;1992;;Yacine_Louati;player;France;3.160277843475342;;50.72249984741211;
Q3571263;1973;;Yacine_Douma;judo;France;6.735555648803711;;43.43305587768555;
Q3571266;1982;;Yacine_Sene;basket;France;1.904166698455811;;47.9022216796875;
Q3571274;1990;;Yacouba_Sylla;football;France;2.162222146987915;;48.43500137329102;
Q3571312;1980;;Yahima_Torres;actor;Cuba;2.351388931274414;;48.8569450378418;
Q357136;1628;1695;François-Henri_de_Montmorency,_duc_de_Luxembourg;officer;France;2.351388931274414;2.134166717529297;48.8569450378418;48.80472183227539
Q3571476;1967;;Yamin_Dib;actor;France;5.376389026641846;;43.29666519165039;
Q3571485;1824;1899;Yan'_Dargent;painter;France;-4.15500020980835;2.351388931274414;48.51111221313477;48.8569450378418
Q3571487;1887;1944;Yan_Bernard_Dyl;painter;France;;11.24899864196777;;51.02119827270508
Q3571488;1971;;Yan_Duffas;actor;France;2.351388931274414;;48.8569450378418;
Q3571495;1971;;Yan_Karlens;singer;France;6.176944255828857;;49.11972045898438;
Q3571499;1954;;Yan_Morvan;photographer;France;2.351388931274414;;48.8569450378418;
Q3571500;1949;2013;Yan_Nascimbene;cartoonist;France;2.267499923706055;-100.7438888549805;48.88722229003906;20.9152774810791
Q3571503;1967;;Yan_Sanchez;player;France;4.749166488647461;;46.10861206054688;
Q3571509;1943;2008;Yan_Thomas;historian;France;3.058611154556274;2.351388931274414;36.77639007568359;48.8569450378418
Q3571512;1944;;Yan_Zoritchak;artist;France;20.26527786254883;;49.27083206176758;
Q3571514;1886;1964;Manuel_Buenacasa;militant;Spain;-.0395734012126923;4.895277976989746;41.23667144775391;44.9474983215332
Q3571529;1936;2010;Yane_Barry;actor;France;2.267499923706055;6.994722366333008;48.88722229003906;43.59999847412109
Q3571531;1987;;Yaneck_Fritsch;handball;France;5.920833110809326;;45.56638717651367;
Q3571534;1902;1976;Yanette_Delétang-Tardif;poet;France;3.181666612625122;2.351388931274414;50.68999862670898;48.8569450378418
Q3571567;1951;;Yanick_Paternotte;politician;France;6.183610916137695;;48.69277954101563;
Q3571574;1989;;Yaniss_China;player;France;3.090277671813965;;49.25305557250977;
Q3571578;1970;;Yank;artist;France;2.247499942779541;;48.94777679443359;
Q3571590;1979;;Yann-Antony_Noghès;journalist;France;7.420000076293945;;43.73110961914063;
Q3571592;1895;1944;Yann-Fanch_Kaba;writer;France;;11.47000026702881;;51.97111129760742
Q3571595;1937;;Yann-Ber_Piriou;poet;France;-3.455277681350708;;48.73249816894531;
Q3571596;1964;2003;Yan-Philippe_Blanc;business;France;139.6922149658203;2.357852697372437;35.68972396850586;48.87550735473633
Q3571598;1964;;Yann_Aguila;lawyer;France;5.445555686950684;;43.52777862548828;
Q3571599;1974;;Yann_Algan;economist;France;2.351388931274414;;48.8569450378418;
Q3571600;1954;;Yann-Fañch_Jacq;writer;France;-3.918888807296753;;47.87527847290039;
Q3571601;1952;2014;Yann_Andréa;actor;France;-3.151111125946045;2.332233428955078;48.5625;48.85052871704102
Q3571604;1885;1975;Yann_ar_Gall;nationaliste;France;-4.077499866485596;-4.513611316680908;48.40499877929688;48.429443359375
Q3571606;1973;;Yann_Balmossière;handball;France;4.360000133514404;;43.83694458007813;
Q3571607;1978;;Yann_Baillon;karate;France;1.904166698455811;;47.9022216796875;
Q3571608;1973;;Yann_Barbitch;basket;France;5.445555686950684;;43.52777862548828;
Q3571609;1969;;Yann_Beuron;singer;France;1.36555552482605;;48.73638916015625;
Q3571613;1978;;Yann_Bourven;poet;France;-1.680833339691162;;48.11416625976563;
Q3571615;1940;;Yann_Bijer;writer;France;-4.263333320617676;;47.80389022827148;
Q3571616;1924;1996;Yann_Bouëssel_du_Bourg;;France;2.336966753005981;-1.304722189903259;48.87828063964844;48.17722320556641
Q3571618;1975;;Yann_Capet;politician;France;1.855555534362793;;50.9474983215332;
Q3571619;1650;1717;Yann_Cevaer;sculptor;France;-4.048056125640869;-3.969444513320923;48.27694320678711;48.22611236572266
Q3571620;1984;;Yann_Claudepierre;canoe;France;7.355000019073486;;48.08111190795898;
Q3571622;1932;;Yann_Clerc;journalist;France;.1969444453716278;;48.00416564941406;
Q3571623;1920;2009;Yann_Brekilien;writer;France;2.351388931274414;-4.097777843475342;48.8569450378418;47.99583435058594
Q3571625;1946;;Yann_Choucq;lawyer;France;-1.553888916969299;;47.21722412109375;
Q3571626;1956;;Yann_Collette;actor;France;7.021389007568359;;43.5525016784668;
Q3571628;1932;2000;Yann_Céléné_Uregeï;politician;France;167.2666625976563;166.4499969482422;-20.89999961853027;-22.26666641235352
Q3571629;1966;;Yann_Daniélou;football;France;2.351388931274414;;48.8569450378418;
Q3571631;1946;;Yann_Dedet;film;France;2.351388931274414;;48.8569450378418;
Q3571632;1978;;Yann_Destal;singer;France;2.351388931274414;;48.8569450378418;
Q3571633;1988;;Yann_David;player;France;4.841388702392578;;45.75888824462891;
Q3571634;1980;;Yann_Devehat;basket;France;.1594444513320923;;45.64944458007813;
Q3571636;1991;;Yann_Ebongé;actor;France;2.351388931274414;;48.8569450378418;
Q3571638;1965;;Yann_Fastier;writer;France;-.5211111307144165;;45.94416809082031;
Q3571639;1973;;Yann_Delaigue;player;France;4.874722003936768;;45.52555465698242;
Q3571641;1974;;Yann_Eliès;skipper;France;-2.76027774810791;;48.51361083984375;
Q3571642;1986;;Yann_Fior;player;France;-.2627777755260468;;43.70305633544922;
Q3571643;1939;;Yann_Goasdoué;music;France;-3.443333387374878;;48.81333160400391;
Q3571644;1970;;Yann_Gonon;journalist;France;4.874722003936768;;45.52555465698242;
Q3571646;1936;;Yann_Gaillard;politician;France;2.351388931274414;;48.8569450378418;
Q3571647;1977;;Yann_Gonzalez;film;France;7.268333435058594;;43.70194625854492;
Q3571649;1974;;Yann_Guichard;navigator;France;2.351388931274414;;48.8569450378418;
Q3571650;1910;1969;Yann_Kerlann;teacher;France;-1.427777767181397;-3.827777862548828;46.66972351074219;48.57749938964844
Q3571652;1972;;Yann_Kerninon;writer;France;7.355000019073486;;48.08111190795898;
Q3571653;1979;;Yann_Labrit;player;France;-.7708333134651184;;43.48805618286133;
Q3571654;1829;1913;Yann_Larhantec;sculptor;France;-3.713055610656738;-4.249444484710693;48.52083206176758;48.45083236694336
Q3571657;1955;;Yann_Kersalé;artist;France;2.351388931274414;;48.8569450378418;
Q3571658;1982;;Yann_Lavallez;player;France;2.779999971389771;;50.28916549682617;
Q3571660;1952;;Yann_Le_Gac;actor;France;-2.833333253860474;;47.83333206176758;
Q3571661;1968;2014;Yann_Le_Guennec;artist;France;-3.278888940811157;-3.340833425521851;47.80416488647461;47.72527694702148
Q3571662;1960;;Yann_LeCun;computer_scientist;France;2.351388931274414;;48.8569450378418;
Q3571665;1943;;Yann_Le_Bohec;historian;France;10.31666660308838;;36.84999847412109;
Q3571666;1930;2012;Yann_Le_Masson;cinema;France;-4.486944675445557;4.808333396911621;48.38999938964844;43.94861221313477
Q3571667;1956;;Yann_Le_Meur;music;France;-3.812777757644653;;48.18611145019531;
Q3571670;1981;;Yann_Lecompère;hockey;France;4.078055381774902;;48.29888916015625;
Q3571675;1991;;Yann_Lesgourgues;player;France;-1.476388931274414;;43.49250030517578;
Q3571677;1975;;Yann_Mollinari;basket;France;3.877230644226074;;43.61091995239258;
Q3571678;1943;2018;Yann_Menez;writer;France;-.6333333253860474;2.376388788223267;35.20000076293945;51.03777694702148
Q3571679;1953;1990;Yann_Moncomble;journalist;France;2.326888799667358;2.326888799667358;48.83302307128906;48.83302307128906
Q3571680;1949;;Yann_Moulier-Boutang;economist;France;2.24138879776001;;48.83527755737305;
Q3571682;1935;2005;Yann_Paranthoën;author;France;-3.517777681350708;2.387777805328369;48.77305603027344;48.81388854980469
Q3571688;1949;1994;Yann_Piat;politician;France;106.7019424438477;6.128611087799072;10.77555561065674;43.11888885498047
Q3571690;1927;2013;Yann_Poilvet;politician;France;-2.540833234786987;-2.76027774810791;48.4283332824707;48.51361083984375
Q3571692;1966;;Yann_Quero;novelist;France;2.351388931274414;;48.8569450378418;
Q3571693;1971;;Yann_Raoul;singer;France;-2.761666774749756;;47.65499877929688;
Q3571698;1948;;Yann_Richard;philosopher;France;4.558055400848389;;46.61333465576172;
Q3571700;1974;;Yann_Serandour;artist;France;-2.761666774749756;;47.65499877929688;
Q3571701;1993;;Yann_Siegwarth;basket;France;6.585277557373047;;43.22861099243164;
Q3571703;1971;;Yann_Sordet;historian;France;4.913055419921875;;45.73860931396484;
Q3571706;1970;;Yann_Soloy;football;France;1.077777743339539;;49.92166519165039;
Q3571708;1972;;Yann_Tatibouët;writer;France;-2.982500076293945;;47.66777801513672;
Q3571709;1901;1935;Yann_Sohier;teacher;France;-2.753333330154419;-3.07277774810791;48.17777633666992;48.74388885498047
Q3571710;1972;;Yann_Tholoniat;professeur;France;4.831944465637207;;46.30666732788086;
Q3571712;1981;;Yann_Vannienwenhove;hockey;France;6.868888854980469;;45.92222213745117;
Q3571714;1990;;Yann_Zimmer;driver;France;6.640833377838135;;46.77849960327148;
Q3571715;1975;;Yann_Trégouët;actor;France;2.351388931274414;;48.8569450378418;
Q3571716;1969;;Yann_Toma;artist;France;2.267499923706055;;48.88722229003906;
Q357172;1760;1812;Jan_Ladislav_Dussek;composer;Czech_Republic;15.38977718353272;2.090555667877197;49.91104507446289;48.89638900756836
Q3571721;1979;;Yannick_Ansart;football;France;2.724444389343262;;50.44194412231445;
Q3571722;1972;;Yannick_Baret;football;France;6.634722232818604;;48.34583282470703;
Q3571723;1927;1987;Yannick_Andréi;film;France;-.5794444680213928;2.267499923706055;44.83777618408203;48.88722229003906
Q3571726;1972;;Yannick_Bestaven;skipper;France;-2.213888883590698;;47.27361297607422;
Q3571729;1980;;Yannick_Bolloré;business;France;2.267499923706055;;48.88722229003906;
Q3571730;1953;;Yannick_Bonnec;football;France;-.3705555498600006;;49.18222045898438;
Q3571731;1983;;Yannick_Bazin;player;France;2.285555601119995;;48.78916549682617;
Q3571732;1942;;Yannick_Bodin;politician;France;-2.050277709960938;;48.4555549621582;
Q3571735;1951;;Yannick_Botrel;politician;France;-3.13611102104187;;48.58750152587891;
Q3571737;1975;;Yannick_Chandioux;football;France;4.371110916137695;;46.64194488525391;
Q3571739;1974;;Yannick_Choirat;actor;France;5.920833110809326;;45.56638717651367;
Q3571740;1976;;Yannick_Corboz;artist;France;6.129444599151611;;45.89916610717773;
Q3571741;1983;;Yannick_Caballero;player;France;2.240000009536743;;43.6058349609375;
Q3571742;1972;;Yannick_Dahan;journalist;France;1.443888902664185;;43.60444259643555;
Q3571745;1976;;Yannick_Delpech;cook;France;2.145833253860474;;43.92805480957031;
Q3571749;1958;;Yannick_Favennec;politician;France;-.9847221970558167;;47.28749847412109;
Q3571750;1988;;Yannick_Fonsat;sprint;France;2.326888799667358;;48.83302307128906;
Q3571751;1982;;Yannick_Forestier;player;France;3.003611087799072;;43.18472290039063;
Q3571752;1979;;Yannick_Gaillou;basket;France;-52.33499908447266;;4.938611030578613;
Q3571753;1974;;Yannick_Fischer;football;France;.2172222286462784;;44.84055709838867;
Q3571757;1960;;Yannick_Guillochon;football;France;2.090555667877197;;48.89638900756836;
Q3571758;1980;;Yannick_Gagneur;basket;France;2.351388931274414;;48.8569450378418;
Q3571759;1937;;Yannick_Guillou;publisher;France;-.3705555498600006;;49.18222045898438;
Q3571761;1944;;Yannick_Hodbert;artist;France;-.2438888847827911;;44.91527938842773;
Q3571762;1958;;Yannick_Jaulin;actor;France;-1.453888893127441;;46.5966682434082;
Q3571763;1982;;Yannick_Lafforgue;player;France;1.443888902664185;;43.60444259643555;
Q3571766;1973;;Yannick_Lacrouts;player;France;.663611114025116;;43.84944534301758;
Q3571767;1972;;Yannick_Lalisse;football;France;3.523333311080933;;50.35805511474609;
Q3571769;1980;;Yannick_Larguet;player;France;5.590000152587891;;45.36333465576172;
Q3571773;1965;;Yannick_Le_Saux;football;France;-1.680833339691162;;48.11416625976563;
Q3571781;1945;;Yannick_Moreau_(femme_politique);fonctionnaire;France;-1.553888916969299;;47.21722412109375;
Q3571782;1988;;Yannick_Martinez;sport;France;3.084722280502319;;47.01861190795898;
Q3571783;1975;;Yannick_Moreau_(homme_politique);politician;France;-1.553888916969299;;47.21722412109375;
Q3571786;1982;;Yannick_N'Gog;player;France;2.315833330154419;;48.77805709838867;
Q3571791;1983;;Yannick_Nyanga;player;France;15.31388854980469;;-4.331666469573975;
Q3571792;1956;;Yannick_Plissonneau;football;France;-2.103333234786987;;47.11555480957031;
Q3571797;1970;;Yannick_Schulte;rower;France;5.539999961853027;;48.88944625854492;
Q3571799;1938;2008;Yannick_Simbron;syndicaliste;France;-1.553888916969299;6.183610916137695;47.21722412109375;48.69277954101563
Q3571800;1941;2001;Yannick_Seigneur;mountain_guide;France;2.355555534362793;6.686388969421387;48.83222198486328;45.92361068725586
Q3571801;1939;;Yannick_Stephan;basket;France;-1.151388883590698;;46.15944290161133;
Q3571803;1948;;Yannick_Texier;politician;France;-2.078333377838135;;47.77583312988281;
Q3571806;1969;;Yannick_Souvré;basket;France;1.443888902664185;;43.60444259643555;
Q3571810;1959;;Yannick_Vallée;academic;France;-3.574444532394409;;48.27583312988281;
Q3571814;1978;2012;Yannick_Zicot;presenter;France;2.558055639266968;2.355555534362793;48.84388732910156;48.83222198486328
Q3571816;1977;;Yannick_Zambernardi;football;France;8.73638916015625;;41.92555618286133;
Q3571817;1950;;Yannick_Vaugrenard;politician;France;-2.189166784286499;;47.31805419921875;
Q3571818;1948;;Yannick_d'Escatha;business;France;2.351388931274414;;48.8569450378418;
Q3571823;1972;;Yannis_Baraban;actor;France;4.360000133514404;;43.83694458007813;
Q3571828;1971;;Yannis_Pouspourikas;conductor;France;5.376389026641846;;43.29666519165039;
Q3571831;1970;;Yannis_Youlountas;film;France;5.047500133514404;;43.40527725219727;
Q3571834;1991;;Yannis_Salibur;football;France;2.353888988494873;;48.93555450439453;
Q3571886;1968;;Yarol_Poupaud;music;France;2.267499923706055;;48.88722229003906;
Q3571914;1988;;Yasmina_Omrani;athletic;Algeria;6.900000095367432;;49.18805694580078;
Q3571920;1956;;Yasmine_Dahm;actor;France;3.397222280502319;;47.98222351074219;
Q3571923;1970;;Yasmine_Boudjenah;politician;France;2.351388931274414;;48.8569450378418;
Q3571928;1913;1997;Yasmine_d'Ouezzan;sport;France;4.389722347259522;2.3404700756073;45.43388748168945;48.86687850952148
Q3571935;1971;;Yassaman_Montazami;writer;France;51.41666793823242;;35.70000076293945;
Q3571946;1984;;Yassine_Azzouz;actor;France;2.203611135482788;;48.89055633544922;
Q3571949;1982;;Yassine_Belattar;presenter;France;2.094444513320923;;48.99722290039063;
Q3571955;1966;;Yassine_Brahim;politician;Tunisia;11.06222248077393;;35.50472259521484;
Q3571962;1989;;Yassine_Haddou;football;Morocco;3.003611087799072;;43.18472290039063;
Q3572033;1981;;Yazid_Kaïssi;football;Morocco;2.443055629730225;;48.86027908325195;
Q3572038;;;Yaël_Angel;singer;France;7.268333435058594;;43.70194625854492;
Q3572039;1965;;Yaël_Fogiel;film;France;34.79999923706055;;32.08333206176758;
Q3572044;1952;;Yaël_Hassan;writer;France;2.351388931274414;;48.8569450378418;
Q3572047;1983;;Ycare;singer;France;-17.45722198486328;;14.73194408416748;
Q3572075;1987;;Yeelem_Jappain;actor;France;2.351388931274414;;48.8569450378418;
Q3572081;1943;;Yehezkel_Ben-Ari;physician;Egypt;31.2358341217041;;30.0444450378418;
Q3572084;1812;1883;Yehoshua_Heschel_Levine;rabbi;France;25.28000068664551;2.351388931274414;54.68722152709961;48.8569450378418
Q3572163;1992;;Yeni_Ngbakoto;football;France;6.954722404479981;;47.44527816772461;
Q3572185;1969;;Yérime_Sylla;coach;France;2.51111102104187;;48.89027786254883;
Q3572231;1911;;Yette_Jeandet;writer;France;5.920833110809326;2.276488780975342;45.56638717651367;48.86360931396484
Q3572232;1883;1960;Yette_Lucas;actor;France;2.355555534362793;2.531111001968384;48.83222198486328;48.8577766418457
Q3572241;1897;1966;Yeun_ar_Gow;writer;France;-3.969444513320923;-3.972777843475342;48.22611236572266;48.16972351074219
Q3572277;1978;;Yigaël;artist;France;2.779999971389771;;50.28916549682617;
Q3572307;1907;1993;Yitzchak_Chaikin;rabbi;France;25.15294075012207;2.378055572509766;52.75801849365234;48.99722290039063
Q3572308;1948;;Yitzhak_Katz;rabbi;France;34.88333511352539;;32.08333206176758;
Q3572319;1936;2003;Ylipe;painter;France;-.6169000267982483;-.5794444680213928;44.85120010375977;44.83777618408203
Q3572320;1982;;Yllya;artist;France;5.232222080230713;;43.48777770996094;
Q3572339;1911;2003;Yo_Savy;painter;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q3572345;1987;;Yoan_Florantin;bodyboard;France;55.26972198486328;;-21.00972175598145;
Q3572348;1990;;Yoan_Pivaty;football;France;2.443055629730225;;48.86027908325195;
Q3572352;1990;;Yoann_Court;football;France;22.3166675567627;;47.94305419921875;
Q3572353;1982;;Yoann_Bourillon;football;France;-.7699999809265137;;48.07277679443359;
Q3572358;1976;;Yoann_Bouchard;football;France;3.0188889503479;;47.17694473266602;
Q3572359;1984;;Yoann_Deslot;skater;France;5.740277767181397;;45.20639038085938;
Q3572360;1985;;Yoann_Folly;football;Togo;2.351388931274414;;48.8569450378418;
Q3572361;1987;;Yoann_Jaumel;player;France;3.877230644226074;;43.61091995239258;
Q3572366;1987;;Yoann_Huget;player;France;1.610833287239075;;43.11639022827148;
Q3572368;1991;;Yoann_Paillot;sport;France;.1594444513320923;;45.64944458007813;
Q3572369;1980;;Yoann_Sover;actor;France;2.268333435058594;;48.91749954223633;
Q3572370;1986;;Yoann_Tiberio;racer;France;5.037222385406494;;43.83666610717773;
Q3572373;1986;;Yoann_Touzghar;football;France;4.808333396911621;;43.94861221313477;
Q3572374;1989;;Yoann_Rapinier;athletic;France;2.100833415985107;;49.05083465576172;
Q3572408;1983;;Yoggi;sport;France;1.5;;43.41666793823242;
Q3572413;1974;;Yohan_Bouzin;football;France;1.61388885974884;;50.72555541992188;
Q3572414;1974;;Yohann_Bernard;swimmer;France;2.376388788223267;;51.03777694702148;
Q3572416;1985;;Yohan_Cauquil;sport;France;3.877230644226074;;43.61091995239258;
Q3572418;1990;;Yohan_Bocognano;football;France;8.73638916015625;;41.92555618286133;
Q3572420;1974;;Yohan_Marty;player;France;1.443888902664185;;43.60444259643555;
Q3572422;1978;;Yohan_Demont;football;France;3.523333311080933;;50.35805511474609;
Q3572425;1985;;Yohan_Montès;player;France;2.087500095367432;;49.43416595458984;
Q3572426;1981;;Yohan_Gomez;football;France;4.879444599151611;;45.76610946655273;
Q3572427;1992;;Yohann_Artru;player;France;2;;47;
Q3572428;1985;;Yohann_Carpentier;player;France;-.3705555498600006;;49.18222045898438;
Q3572430;1968;;Yohann_Delattre;coach;France;3.057499885559082;;50.63194274902344;
Q3572433;1977;;Yohann_Gozard;photographer;France;2.602499961853027;;46.34000015258789;
Q3572435;1979;;Yohann_Misse;player;France;-2.213888883590698;;47.27361297607422;
Q3572436;1985;;Yohann_Lacroix;football;France;6.479722023010254;;46.37055587768555;
Q3572438;1989;;Yohann_Lasimant;football;France;6.021389007568359;;47.24222183227539;
Q3572440;1981;;Yohann_Taberlet;skier;France;6.479722023010254;;46.37055587768555;
Q3572441;1980;;Yohann_Rangdet;football;France;2.210833311080933;;48.82305526733398;
Q3572467;1958;;Yolaine_de_La_Bigne;journalist;France;2.351388931274414;;48.8569450378418;
Q3572469;1942;2014;Yoland_Bresson;economist;France;-7.992222309112549;2.488333225250244;12.6458330154419;48.74638748168945
Q3572471;1914;2009;Yoland_Cazenove;ceramist;France;.5;1.904166698455811;44.33333206176758;47.9022216796875
Q3572474;1941;;Yoland_Simon;writer;France;1;;49.08333206176758;
Q3572478;1950;;Yolande_Boyer;politician;France;1.443888902664185;;43.60444259643555;
Q3572480;1927;;Yolande_Ardissone;painter;France;1.441388845443726;;48.93000030517578;
Q3572481;1980;;Yolande_Calichiama;journalist;France;55.44805526733398;;-20.87888908386231;
Q3572487;1952;;Yolande_Folliot;actor;France;.1969444453716278;;48.00416564941406;
Q3572489;1895;1992;Yolande_Laffon;actor;France;2.344447135925293;2.11638879776001;48.89215087890625;48.86027908325195
Q3572505;1980;;Yom_(clarinettiste);clarinet;France;2.351388931274414;;48.8569450378418;
Q3572517;1864;1921;Yon-Lug;singer;France;4.807499885559082;2.488333225250244;45.71416854858398;48.74638748168945
Q3572533;1972;;Yong-Man_Kwon;painter;France;127.0100021362305;;37.28583145141602;
Q3572543;1951;;Yoni_(chanteur);singer;France;35.22555541992188;;31.77888870239258;
Q3572545;1978;;Yoni_Roch;actor;France;2.203611135482788;;48.89055633544922;
Q3572580;1896;1970;Yorgui_Koli;libération;France;17.76828384399414;18.38333320617676;8.337621688842773;9.149999618530273
Q3572582;1940;;Yori_Bertin;actor;France;-1.593055605888367;;43.43694305419922;
Q3572779;1924;1995;Youakim_Moubarac;erudite;France;35.96222305297852;3.877230644226074;34.2783317565918;43.61091995239258
Q3572786;1961;;Youcef_Hanou;player;France;2.200000047683716;;36.2599983215332;
Q3572789;1974;;Youcef_Korichi;painter;France;6.61472225189209;;36.3650016784668;
Q3572791;1974;;Youcef_Ouldyassia;basket;France;2.307777881622315;;48.60944366455078;
Q3572806;1923;2004;Youenn_Olier;writer;France;-4.541666507720947;-2.761666774749756;48.02416610717773;47.65499877929688
Q3572813;1919;1951;Youla_Chapoval;painter;France;30.52361106872559;2.351388931274414;50.45000076293945;48.8569450378418
Q3572826;1984;;Younes_Khattabi;player;France;4.926666736602783;;44.00305557250977;
Q3572875;1935;2007;Younoussa_Bamana;politician;France;45.10499954223633;45.23166656494141;-12.95666694641113;-12.7813892364502
Q3572919;1914;1992;Youssef_Achour;politician;France;4.049722194671631;2.11638879776001;36.71694564819336;48.86027908325195
Q3572923;1965;;Youssef_Belkebla;football;France;2.382499933242798;;48.91110992431641;
Q3572937;1979;;Youssef_Hajdi;actor;France;4.659444332122803;;43.80500030517578;
